respondent_id,h1n1_vaccine,seasonal_vaccine,xyz_vaccine
27051,0.5,0.228583614,0.109321688
27052,0.5,0.243003593,0.106597193
27053,0.5,0.967129045,0.888184145
27054,0.5,0.084455992,0.036242249
27055,0.5,0.864101104,0.109288687
27056,0.5,0.026897613,0.014796909
27057,0.5,0.038193139,0.033590465
27058,0.5,0.954842136,0.861482365
27059,0.5,0.206524585,0.061402827
27060,0.5,0.42360055,0.027172158
27061,0.5,0.478531315,0.092540506
27062,0.5,0.52864076,0.082259007
27063,0.5,0.590861268,0.085276373
27064,0.5,0.619778604,0.221795069
27065,0.5,0.310299396,0.061537076
27066,0.5,0.620005328,0.050667819
27067,0.5,0.648039704,0.349406273
27068,0.5,0.94585044,0.878948653
27069,0.5,0.949574688,0.562994292
27070,0.5,0.097934332,0.064508591
27071,0.5,0.082926853,0.055253114
27072,0.5,0.654470449,0.08768238
27073,0.5,0.851604529,0.026654189
27074,0.5,0.320162126,0.038519045
27075,0.5,0.843229722,0.682173796
27076,0.5,0.706157738,0.565983297
27077,0.5,0.077553638,0.029156949
27078,0.5,0.847220963,0.305654556
27079,0.5,0.936724165,0.298484567
27080,0.5,0.244196837,0.071652676
27081,0.5,0.670061076,0.019053625
27082,0.5,0.387525308,0.191208103
27083,0.5,0.208627442,0.047790109
27084,0.5,0.70902051,0.870277179
27085,0.5,0.018095792,0.041407667
27086,0.5,0.089222862,0.066195804
27087,0.5,0.305012045,0.19615266
27088,0.5,0.737193379,0.208732903
27089,0.5,0.231308395,0.200588237
27090,0.5,0.622885698,0.244024789
27091,0.5,0.159610887,0.53306125
27092,0.5,0.284328081,0.108376632
27093,0.5,0.302082682,0.18223754
27094,0.5,0.04983764,0.009465613
27095,0.5,0.533912747,0.068934276
27096,0.5,0.237055689,0.026556264
27097,0.5,0.786099711,0.60906963
27098,0.5,0.843002026,0.532595005
27099,0.5,0.47828404,0.160941836
27100,0.5,0.758141822,0.054915278
27101,0.5,0.642603058,0.07158133
27102,0.5,0.825023799,0.104988646
27103,0.5,0.053673995,0.017617893
27104,0.5,0.488905991,0.291725307
27105,0.5,0.470905738,0.057550071
27106,0.5,0.920954333,0.69565378
27107,0.5,0.683392257,0.391875692
27108,0.5,0.2492156,0.099586509
27109,0.5,0.230511902,0.089663753
27110,0.5,0.515825972,0.132881759
27111,0.5,0.401555976,0.042564309
27112,0.5,0.605137235,0.21130886
27113,0.5,0.293732788,0.117148674
27114,0.5,0.198746812,0.076571236
27115,0.5,0.840971984,0.506713809
27116,0.5,0.906055756,0.146741421
27117,0.5,0.131960971,0.074836428
27118,0.5,0.580145177,0.166847218
27119,0.5,0.453924196,0.088746131
27120,0.5,0.982896246,0.333452676
27121,0.5,0.692076985,0.014403696
27122,0.5,0.245237586,0.041790806
27123,0.5,0.120450619,0.054977907
27124,0.5,0.097965766,0.046682544
27125,0.5,0.076109439,0.034443411
27126,0.5,0.064449024,0.384519794
27127,0.5,0.1546927,0.092109353
27128,0.5,0.599174454,0.170973774
27129,0.5,0.621166468,0.599392969
27130,0.5,0.202479525,0.107961068
27131,0.5,0.068456203,0.046696664
27132,0.5,0.930756872,0.496433969
27133,0.5,0.58378251,0.084408181
27134,0.5,0.918055712,0.636781808
27135,0.5,0.581522024,0.184930266
27136,0.5,0.578669895,0.087707908
27137,0.5,0.193146947,0.065944816
27138,0.5,0.503512461,0.153492547
27139,0.5,0.104560554,0.102730763
27140,0.5,0.950906819,0.894846136
27141,0.5,0.821590433,0.555160635
27142,0.5,0.307388722,0.076083481
27143,0.5,0.518552484,0.303437848
27144,0.5,0.057057794,0.058979859
27145,0.5,0.704187898,0.487211909
27146,0.5,0.923664939,0.039257219
27147,0.5,0.28157382,0.061051599
27148,0.5,0.280611636,0.231251729
27149,0.5,0.179938779,0.303849164
27150,0.5,0.969870496,0.659221318
27151,0.5,0.720931944,0.147207351
27152,0.5,0.233984186,0.030149743
27153,0.5,0.834779061,0.252413689
27154,0.5,0.872708785,0.685434028
27155,0.5,0.677264342,0.161117605
27156,0.5,0.371084166,0.015247183
27157,0.5,0.468359345,0.011124943
27158,0.5,0.417130903,0.083708235
27159,0.5,0.230335263,0.053664957
27160,0.5,0.18543664,0.202200079
27161,0.5,0.478580415,0.286311802
27162,0.5,0.937579101,0.183375276
27163,0.5,0.532641251,0.670484695
27164,0.5,0.109124207,0.207208654
27165,0.5,0.585981172,0.41484402
27166,0.5,0.175211951,0.089445159
27167,0.5,0.439912076,0.120478572
27168,0.5,0.663440455,0.140795923
27169,0.5,0.611711004,0.414360069
27170,0.5,0.834192083,0.37769399
27171,0.5,0.34811807,0.049149805
27172,0.5,0.848402069,0.053490918
27173,0.5,0.519162554,0.209335051
27174,0.5,0.088282854,0.057803721
27175,0.5,0.147142399,0.072584314
27176,0.5,0.958056374,0.570394806
27177,0.5,0.944321771,0.832630387
27178,0.5,0.371163431,0.153369753
27179,0.5,0.225924075,0.067521544
27180,0.5,0.35173108,0.268129155
27181,0.5,0.801111857,0.030764615
27182,0.5,0.899318886,0.604759217
27183,0.5,0.576007724,0.041958591
27184,0.5,0.40699979,0.034994892
27185,0.5,0.792873582,0.458183136
27186,0.5,0.558544375,0.130474211
27187,0.5,0.125678664,0.082245391
27188,0.5,0.444287085,0.068297678
27189,0.5,0.499686562,0.073167704
27190,0.5,0.794502303,0.480671038
27191,0.5,0.951126771,0.164945584
27192,0.5,0.772469811,0.487432887
27193,0.5,0.196337631,0.017054976
27194,0.5,0.403646069,0.139747073
27195,0.5,0.192438627,0.046183759
27196,0.5,0.260413777,0.275149601
27197,0.5,0.683779775,0.052633178
27198,0.5,0.989611371,0.934391255
27199,0.5,0.133724742,0.029821412
27200,0.5,0.678277493,0.27310871
27201,0.5,0.928860779,0.729857778
27202,0.5,0.030303034,0.080333055
27203,0.5,0.105642036,0.058044045
27204,0.5,0.089146018,0.030182471
27205,0.5,0.222672579,0.062487814
27206,0.5,0.219316221,0.130756162
27207,0.5,0.155143809,0.073570322
27208,0.5,0.768878934,0.81184133
27209,0.5,0.247353169,0.124727562
27210,0.5,0.385762862,0.324031591
27211,0.5,0.268619931,0.120926846
27212,0.5,0.952798435,0.622383549
27213,0.5,0.605688836,0.526624448
27214,0.5,0.065958833,0.02642262
27215,0.5,0.817780877,0.152790144
27216,0.5,0.910783557,0.105464202
27217,0.5,0.202475443,0.105043935
27218,0.5,0.965871064,0.741565197
27219,0.5,0.672736197,0.45492198
27220,0.5,0.355133681,0.109703466
27221,0.5,0.633542798,0.208458344
27222,0.5,0.592967119,0.208807922
27223,0.5,0.706380522,0.062428046
27224,0.5,0.763162247,0.240169979
27225,0.5,0.292411214,0.202628046
27226,0.5,0.259380388,0.029016855
27227,0.5,0.355071945,0.161613018
27228,0.5,0.825258541,0.486486878
27229,0.5,0.912703589,0.711942858
27230,0.5,0.975900553,0.226306363
27231,0.5,0.813330033,0.456060283
27232,0.5,0.506381512,0.101892721
27233,0.5,0.13887724,0.288027087
27234,0.5,0.024555997,0.049786117
27235,0.5,0.959540621,0.90378944
27236,0.5,0.918990949,0.115626465
27237,0.5,0.545003594,0.293594615
27238,0.5,0.754264425,0.312257464
27239,0.5,0.18242333,0.464549902
27240,0.5,0.385161988,0.086359014
27241,0.5,0.236789987,0.080694303
27242,0.5,0.444425254,0.098225851
27243,0.5,0.073219068,0.035815035
27244,0.5,0.10732131,0.051799512
27245,0.5,0.448270729,0.122856621
27246,0.5,0.951380738,0.846265201
27247,0.5,0.930743437,0.179457062
27248,0.5,0.662284927,0.156278989
27249,0.5,0.642908628,0.122217351
27250,0.5,0.271623264,0.097141949
27251,0.5,0.307005994,0.097093521
27252,0.5,0.676377688,0.336557519
27253,0.5,0.915268961,0.078551935
27254,0.5,0.967233371,0.886841308
27255,0.5,0.339124964,0.12839531
27256,0.5,0.953496284,0.569680047
27257,0.5,0.501026905,0.363167203
27258,0.5,0.83225837,0.473989198
27259,0.5,0.92496923,0.615022809
27260,0.5,0.543564707,0.144959827
27261,0.5,0.67017394,0.125631728
27262,0.5,0.576176308,0.286717469
27263,0.5,0.121113723,0.081466625
27264,0.5,0.067479508,0.062093462
27265,0.5,0.251302445,0.054541099
27266,0.5,0.37751896,0.161164203
27267,0.5,0.771365084,0.13331223
27268,0.5,0.136555712,0.015830541
27269,0.5,0.316802425,0.703332135
27270,0.5,0.092612422,0.034270377
27271,0.5,0.325974168,0.049226367
27272,0.5,0.284890866,0.01038555
27273,0.5,0.180901866,0.053449589
27274,0.5,0.441931245,0.101979848
27275,0.5,0.4025826,0.179045213
27276,0.5,0.124896214,0.011474213
27277,0.5,0.821762162,0.048959119
27278,0.5,0.30143101,0.145037144
27279,0.5,0.28983449,0.108996339
27280,0.5,0.320908003,0.212242954
27281,0.5,0.288930419,0.058461546
27282,0.5,0.900092252,0.078785751
27283,0.5,0.03264766,0.006635804
27284,0.5,0.343212119,0.177864333
27285,0.5,0.4431647,0.106056267
27286,0.5,0.220407378,0.072487264
27287,0.5,0.529556523,0.181424581
27288,0.5,0.848887355,0.623625793
27289,0.5,0.436897816,0.275417156
27290,0.5,0.07032399,0.019776173
27291,0.5,0.84642316,0.703452514
27292,0.5,0.669761792,0.057864147
27293,0.5,0.967508129,0.122700705
27294,0.5,0.043332895,0.017801402
27295,0.5,0.856201578,0.265195497
27296,0.5,0.78469885,0.069442766
27297,0.5,0.708380962,0.058166489
27298,0.5,0.295258193,0.09197203
27299,0.5,0.773498359,0.316245073
27300,0.5,0.960817357,0.161120619
27301,0.5,0.031961095,0.006524957
27302,0.5,0.572859601,0.138891684
27303,0.5,0.075838135,0.02411826
27304,0.5,0.772600977,0.099284561
27305,0.5,0.042269146,0.035884611
27306,0.5,0.57867632,0.213724099
27307,0.5,0.760727269,0.674222003
27308,0.5,0.184176285,0.124604256
27309,0.5,0.96876769,0.544489482
27310,0.5,0.127544784,0.052082418
27311,0.5,0.121091062,0.113109887
27312,0.5,0.345604979,0.064522921
27313,0.5,0.127291973,0.087829585
27314,0.5,0.066575317,0.052354846
27315,0.5,0.283129149,0.110416632
27316,0.5,0.795903398,0.343263844
27317,0.5,0.126397429,0.05988329
27318,0.5,0.299612318,0.243879958
27319,0.5,0.871550958,0.477436053
27320,0.5,0.647056971,0.374347682
27321,0.5,0.543578498,0.039837574
27322,0.5,0.055612314,0.152833996
27323,0.5,0.612637182,0.100002273
27324,0.5,0.619841923,0.384817642
27325,0.5,0.943938455,0.767660018
27326,0.5,0.654030964,0.158617765
27327,0.5,0.370564504,0.130553896
27328,0.5,0.512970185,0.225857671
27329,0.5,0.315647896,0.10790331
27330,0.5,0.500110057,0.014632336
27331,0.5,0.199217546,0.098824449
27332,0.5,0.957127236,0.191464696
27333,0.5,0.709954896,0.599305422
27334,0.5,0.043913505,0.057700194
27335,0.5,0.10024118,0.162181348
27336,0.5,0.17148985,0.072549137
27337,0.5,0.779857466,0.270190706
27338,0.5,0.395796399,0.179486978
27339,0.5,0.290160169,0.245936845
27340,0.5,0.200128815,0.021656598
27341,0.5,0.699280066,0.200105869
27342,0.5,0.615521396,0.028906493
27343,0.5,0.122095649,0.049923509
27344,0.5,0.561965572,0.324316316
27345,0.5,0.279029498,0.069771133
27346,0.5,0.97182414,0.844788834
27347,0.5,0.955474261,0.773109534
27348,0.5,0.273026246,0.131802387
27349,0.5,0.205357451,0.057954199
27350,0.5,0.945073898,0.21447051
27351,0.5,0.890791261,0.82046398
27352,0.5,0.353081919,0.105395978
27353,0.5,0.084510613,0.008875718
27354,0.5,0.655546093,0.166941893
27355,0.5,0.477161596,0.267018542
27356,0.5,0.590506878,0.214375045
27357,0.5,0.36469422,0.140777838
27358,0.5,0.754012493,0.244054489
27359,0.5,0.821001966,0.351092406
27360,0.5,0.625583795,0.14963296
27361,0.5,0.929747044,0.045011122
27362,0.5,0.428385796,0.21375089
27363,0.5,0.29696807,0.142425566
27364,0.5,0.438085989,0.062760563
27365,0.5,0.635055701,0.266206747
27366,0.5,0.617315278,0.485785658
27367,0.5,0.510026409,0.236065828
27368,0.5,0.522052085,0.109855644
27369,0.5,0.076872694,0.063087113
27370,0.5,0.852901038,0.020563255
27371,0.5,0.362658831,0.267695696
27372,0.5,0.255304927,0.083336186
27373,0.5,0.739597189,0.762704545
27374,0.5,0.322396576,0.029406298
27375,0.5,0.960868858,0.168679389
27376,0.5,0.507139038,0.642215571
27377,0.5,0.53534725,0.102519072
27378,0.5,0.171193928,0.072536605
27379,0.5,0.252490288,0.118004734
27380,0.5,0.943453996,0.126785382
27381,0.5,0.68423486,0.091413413
27382,0.5,0.192301847,0.365587273
27383,0.5,0.649741236,0.192044011
27384,0.5,0.287496745,0.0427115
27385,0.5,0.936696012,0.099412872
27386,0.5,0.86749693,0.292349412
27387,0.5,0.83605185,0.360239233
27388,0.5,0.256124712,0.13186001
27389,0.5,0.322092001,0.201273298
27390,0.5,0.035250646,0.016829006
27391,0.5,0.714586015,0.127452207
27392,0.5,0.839169617,0.575280112
27393,0.5,0.071356262,0.021921962
27394,0.5,0.392569024,0.012433147
27395,0.5,0.676569699,0.666263248
27396,0.5,0.083857253,0.070390938
27397,0.5,0.950273431,0.860930745
27398,0.5,0.842473447,0.483631647
27399,0.5,0.524348613,0.084033048
27400,0.5,0.696228135,0.091328643
27401,0.5,0.33440414,0.309389265
27402,0.5,0.756536415,0.112340597
27403,0.5,0.197714387,0.0696377
27404,0.5,0.24737173,0.442804359
27405,0.5,0.886451594,0.867458133
27406,0.5,0.199711202,0.093230595
27407,0.5,0.095356136,0.084754593
27408,0.5,0.633035667,0.079473921
27409,0.5,0.955644096,0.798695397
27410,0.5,0.307178704,0.089572747
27411,0.5,0.175572598,0.077117207
27412,0.5,0.884257086,0.134587536
27413,0.5,0.215829978,0.010491664
27414,0.5,0.701041617,0.639417713
27415,0.5,0.250893425,0.089524722
27416,0.5,0.275788785,0.108800145
27417,0.5,0.443157309,0.107348276
27418,0.5,0.178502843,0.441975819
27419,0.5,0.94349869,0.544295754
27420,0.5,0.176372918,0.14175834
27421,0.5,0.283957499,0.160560886
27422,0.5,0.597550499,0.21929102
27423,0.5,0.352104226,0.031361506
27424,0.5,0.460647949,0.21855756
27425,0.5,0.440263043,0.196022328
27426,0.5,0.257619319,0.098761197
27427,0.5,0.380003753,0.137490753
27428,0.5,0.202471118,0.05639533
27429,0.5,0.224812006,0.543249781
27430,0.5,0.791617306,0.095789674
27431,0.5,0.581082677,0.204997162
27432,0.5,0.668253894,0.262109463
27433,0.5,0.885896462,0.079416838
27434,0.5,0.237829375,0.069366809
27435,0.5,0.697411751,0.239525468
27436,0.5,0.086542871,0.022523565
27437,0.5,0.165005325,0.152761388
27438,0.5,0.202395351,0.074410426
27439,0.5,0.315781579,0.267283297
